Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4164,Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47
4166,Deadpool,PS3,2013,Action,Activision,0.23,0.17,0,0.08,0.47
4167,WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47
4168,ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0,0.06,0.47
4169,Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47
4170,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.14,0.28,0,0.04,0.47
4171,WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.3,0.13,0,0.04,0.47
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0,0,0.47,0,0.47
4173,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
4174,Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0,0.04,0.47
4175,Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.21,0,0.04,0.47
4176,Densetsu no Stafi,GBA,2002,Platform,Nintendo,0,0,0.46,0.01,0.47
4177,Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
4178,Hot Wheels Velocity X,PS2,2002,Racing,THQ,0.23,0.18,0,0.06,0.47
4179,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47
4180,FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.3,0.05,0.12,0.47
4181,Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47
4182,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,0.45,0,0.02,0.47
4183,Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47
4184,Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0,0.47
4185,Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47
4186,Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.14,0.25,0,0.08,0.47
4187,L.A. Rush,PS2,2005,Racing,Midway Games,0.23,0.18,0,0.06,0.47
4188,Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
4189,Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0,0.01,0.47
4190,Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0,0.01,0.47
4191,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0,0,0.44,0.03,0.47
4192,Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0,0.01,0.47
4193,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0,0.04,0.47
4194,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.18,0.47
4195,Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47
4196,Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47
4197,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47
4198,The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,0.29,0.13,0,0.04,0.47
4199,NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47
4200,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47
4201,Tiger Woods PGA Tour 07,Wii,N/A,Sports,Electronic Arts,0.43,0,0,0.04,0.47
4202,NHL 16,XOne,2015,Sports,Electronic Arts,0.37,0.05,0,0.05,0.47
4203,FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0,0.1,0.47
4204,MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0,0.03,0.47
4205,Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47
4206,Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.03,0.47
4207,Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0,0,0.47,0,0.47
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.47,0,0.47
4209,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0,0.38,0,0.09,0.47
4210,Cars: Race-O-Rama,PS2,2009,Racing,THQ,0.27,0.03,0,0.17,0.47
4211,Downhill Domination,PS2,2003,Racing,Codemasters,0.23,0.18,0,0.06,0.47
4212,NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0,0.04,0.47
4213,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47
4214,World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47
4215,Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0,0.01,0.46,0,0.47
4216,NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47
4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47
4218,Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0,0.01,0.47
4219,MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,0.47
4220,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0,0.22,0.02,0.47
4221,Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.43,0.01,0,0.03,0.47
4222,Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47
4223,Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.47
4224,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47
4225,Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0,0,0.47
4226,Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision,0.23,0.18,0,0.06,0.46
4227,Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0,0.05,0.46
4229,Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0,0.01,0.46
4230,MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46
4231,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
4232,Destroy All Humans!,XB,2005,Shooter,THQ,0.34,0.11,0,0.02,0.46
4233,Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,0.33,0.12,0,0.01,0.46
4234,Circus Atari,2600,N/A,Action,Atari,0.43,0.03,0,0,0.46
4235,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0,0,0.03,0.46
4236,Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0,0.03,0.46
4237,Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0,0.04,0.46
4238,F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
4239,Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0.33,0.12,0,0.01,0.46
4240,Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
4241,Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46
4242,Super Batter Up,SNES,1992,Sports,Namco Bandai Games,0,0,0.46,0,0.46
4243,Kessen II,PS2,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0,0,0.46,0,0.46
4245,Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0,0.01,0.46
4246,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.12,0.29,0,0.05,0.46
4247,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
4248,Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.33,0.12,0,0.01,0.46
4249,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
4250,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
4251,ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.04,0,0.05,0.46
4252,Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,0.27,0.16,0,0.04,0.46
4253,SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,0.23,0.18,0,0.06,0.46
4254,Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
4255,Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0,0.04,0.46
4256,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.34,0.09,0,0.04,0.46
4257,Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0,0.06,0.46
4258,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0,0.01,0.46
4259,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.19,0,0.08,0.46
4260,Hydro Thunder,PS,1999,Racing,Midway Games,0.26,0.17,0,0.03,0.46
4261,Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46
4262,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03,0.46
4263,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46
4264,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03,0.46
4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0,0.04,0.46
4266,Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46
4267,Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
4268,EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.46
4269,Gremlins,2600,1983,Action,Atari,0.43,0.03,0,0,0.46
4270,The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
4271,Jampack Winter 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
4272,Rugrats: Castle Capers,GBA,2001,Action,THQ,0.33,0.12,0,0.01,0.46
4273,Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0,0.01,0.46
4274,Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.19,0,0.07,0.46
4275,Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.11,0.28,0,0.07,0.46
4276,Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.3,0.01,0.12,0.03,0.46
4277,Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.43,0,0,0.03,0.46
4278,LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0,0.04,0.46
4279,Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0,0.04,0.46
4280,"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.37,0.05,0,0.03,0.46
4281,Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,0.22,0.17,0,0.06,0.46
4282,Momotarou Dentetsu 11,PS2,2002,Misc,Hudson Soft,0,0,0.46,0,0.46
4283,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05,0.46
4284,Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.09,0.24,0,0.12,0.46
4285,Skylanders: SuperChargers,X360,2015,Action,Activision,0.24,0.18,0,0.04,0.46
4286,The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46
4287,Star Wars: Demolition,PS,2000,Racing,Activision,0.25,0.17,0,0.03,0.46
4288,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0,0.04,0.46
4289,Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
4290,Bloody Roar II,PS,1999,Fighting,Virgin Interactive,0.25,0.17,0,0.03,0.46
4291,Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0,0.06,0.46
4292,Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46
4293,NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04,0.46
4294,Vin Diesel: Wheelman,X360,2009,Racing,Ubisoft,0.24,0.17,0,0.05,0.46
4295,Space Invaders,SNES,1994,Shooter,Taito,0,0,0.46,0,0.46
4296,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46
4297,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0,0.04,0.46
4298,Mother 1+2,GBA,2003,Role-Playing,Nintendo,0,0,0.45,0.01,0.46
4299,Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
4300,iCarly,Wii,2009,Adventure,Activision,0.42,0,0,0.03,0.46
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46
4302,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.46
4303,Top Spin,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0,0.02,0.46
4304,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.43,0,0,0.03,0.46
4305,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.46
4306,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46
4307,Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.16,0.03,0.07,0.46
4308,DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,0.35,0,0.1,0.46
4309,Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.46
4310,Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
4311,Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0,0.04,0.45
4312,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.45
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,0.33,0.12,0,0.01,0.45
4314,Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08,0.45
4315,Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0,0.03,0.45
4316,Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0,0.04,0.45
4317,Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.42,0,0,0.03,0.45
4318,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45
4319,The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.01,0.08,0.45
4320,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45
4321,Enter the Matrix,GC,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45
4322,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.36,0.06,0,0.03,0.45
4323,NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.34,0.1,0,0.02,0.45
4324,J-League Excite Stage '95,SNES,1995,Sports,Epoch,0,0,0.45,0,0.45
4325,The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45
4326,Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45
4327,Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,0.03,0.37,0,0.05,0.45
4328,The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,0.22,0.17,0,0.06,0.45
4329,Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
4330,NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0,0.03,0.45
4331,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
4332,The Chronicles of Riddick: Escape from Butcher Bay,XB,N/A,Shooter,Vivendi Games,0.32,0.11,0,0.02,0.45
4333,Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
4334,NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45
4335,Watch Dogs,PC,2014,Action,Ubisoft,0.14,0.26,0,0.05,0.45
4336,Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.42,0,0,0.03,0.45
4337,Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45
4338,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45
4339,Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0,0,0.45
4340,NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0,0.03,0.45
4341,Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0,0.06,0.45
4342,World Stadium 2,PS,1998,Sports,Namco Bandai Games,0,0,0.42,0.03,0.45
4343,Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0,0.05,0.45
4344,NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45
4345,TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45
4346,Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,0.34,0.1,0,0.02,0.45
4347,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.39,0.02,0,0.03,0.45
4348,Phoenix,2600,1981,Simulation,Atari,0.42,0.02,0,0,0.45
4349,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.13,0,0.06,0.45
4350,F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
4351,My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.17,0.21,0,0.07,0.45
4353,Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.42,0,0,0.03,0.45
4354,Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45
4355,Apocalypse,PS,1998,Action,Activision,0.25,0.17,0,0.03,0.45
4356,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.27,0.14,0,0.04,0.45
4357,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
4358,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,0.32,0.12,0,0.01,0.45
4359,SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0,0.08,0.45
4360,God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
4361,Samurai Warriors 3,Wii,2009,Action,Nintendo,0.1,0.02,0.32,0.01,0.45
4362,World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45
4363,One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.08,0.22,0.1,0.05,0.45
4364,Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0,0.06,0.45
4365,Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,0.45,0,0.45
4366,Rampage World Tour,N64,1998,Action,GT Interactive,0.36,0.08,0,0.01,0.45
4367,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0,0.01,0.45
4368,Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
4369,Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.45
4370,FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.33,0,0.03,0.45
4371,Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.41,0.01,0,0.03,0.45
4372,Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45
4373,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45
4374,Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,0.45
4375,Persona,PS,1995,Role-Playing,Atlus,0,0,0.42,0.03,0.45
4376,Band Hero,DS,2009,Misc,Activision,0.21,0.19,0,0.05,0.45
4377,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
4378,Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.32,0.12,0,0.01,0.45
4379,Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.24,0,0.05,0.45
4380,Maze Craze: A Game of Cops 'n Robbers,2600,N/A,Action,Atari,0.42,0.02,0,0,0.45
4381,Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0,0,0.42,0.03,0.45
4382,Silent Hill: Homecoming,X360,N/A,Action,Konami Digital Entertainment,0.25,0.16,0,0.04,0.45
4383,SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.39,0.45
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
4385,Final Fantasy Collection,PS,1999,Role-Playing,Square,0,0,0.42,0.03,0.45
4386,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0,0.34,0.45
4387,NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45
4388,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45
4389,Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.05,0,0.05,0.45
4390,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
4391,WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0,0.02,0.45
4392,Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03,0.45
4393,Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,0.45
4394,NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45
4395,Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0,0.45
4396,WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0,0.01,0.45
4397,Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0,0.31,0.01,0.45
4398,ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,0.36,0.07,0,0.01,0.45
4399,Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,0.25,0.17,0,0.03,0.45
4400,Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0,0.06,0.45
4401,Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
4402,Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45
4403,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
4404,Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0,0,0.45
4405,Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,0.22,0.17,0,0.06,0.45
4406,Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45
4407,Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.22,0,0.12,0.45
4408,Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.16,0,0.04,0.45
4409,Discovery Kids: Kitten Corner,DS,2009,Simulation,505 Games,0.42,0,0,0.03,0.45
4410,Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0,0.04,0.45
4411,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44
4412,Payday 2,PS3,2013,Shooter,505 Games,0.21,0.15,0,0.08,0.44
4413,Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0,0.06,0.44
4414,Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0,0.06,0.44
4415,World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44
4416,NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0,0,0.44
4417,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44
4418,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0,0.06,0.44
4419,Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.19,0.21,0,0.04,0.44
4420,TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0,0.04,0.44
4421,The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44
4422,Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,0.2,0.21,0,0.04,0.44
4423,Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0,0.06,0.44
4424,X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44
4425,Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44
4426,Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.13,0,0.04,0.44
4427,Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44
